Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1151.03, Los Angeles County, California",115103,Northridge,1400000US06037115103,"(34.246414, -118.528551)",Drinking_Water_Contaminants_2017_1400000US06037115103,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1151.04, Los Angeles County, California",115104,Northridge,1400000US06037115104,"(34.2395005, -118.523595)",Drinking_Water_Contaminants_2017_1400000US06037115104,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1152.01, Los Angeles County, California",115201,Northridge,1400000US06037115201,"(34.244559, -118.537408)",Drinking_Water_Contaminants_2017_1400000US06037115201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1152.02, Los Angeles County, California",115202,Northridge,1400000US06037115202,"(34.2338575, -118.537507)",Drinking_Water_Contaminants_2017_1400000US06037115202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1153.01, Los Angeles County, California",115301,Northridge,1400000US06037115301,"(34.240482, -118.545339)",Drinking_Water_Contaminants_2017_1400000US06037115301,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1153.02, Los Angeles County, California",115302,Northridge,1400000US06037115302,"(34.226401, -118.5498615)",Drinking_Water_Contaminants_2017_1400000US06037115302,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1154.01, Los Angeles County, California",115401,Northridge,1400000US06037115401,"(34.2247565, -118.5149735)",Drinking_Water_Contaminants_2017_1400000US06037115401,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1154.03, Los Angeles County, California",115403,Northridge,1400000US06037115403,"(34.22481, -118.5317135)",Drinking_Water_Contaminants_2017_1400000US06037115403,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1154.04, Los Angeles County, California",115404,Northridge,1400000US06037115404,"(34.2257645, -118.5412445)",Drinking_Water_Contaminants_2017_1400000US06037115404,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1171.01, Los Angeles County, California",117101,North Hills,1400000US06037117101,"(34.2391215, -118.4617905)",Drinking_Water_Contaminants_2017_1400000US06037117101,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1171.02, Los Angeles County, California",117102,North Hills,1400000US06037117102,"(34.2463715, -118.4596495)",Drinking_Water_Contaminants_2017_1400000US06037117102,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1172.01, Los Angeles County, California",117201,North Hills,1400000US06037117201,"(34.242798, -118.470143)",Drinking_Water_Contaminants_2017_1400000US06037117201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1172.02, Los Angeles County, California",117202,North Hills,1400000US06037117202,"(34.242857, -118.478624)",Drinking_Water_Contaminants_2017_1400000US06037117202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1173.01, Los Angeles County, California",117301,North Hills,1400000US06037117301,"(34.242917, -118.4905265)",Drinking_Water_Contaminants_2017_1400000US06037117301,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1173.02, Los Angeles County, California",117302,Northridge,1400000US06037117302,"(34.235472, -118.49709)",Drinking_Water_Contaminants_2017_1400000US06037117302,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1173.03, Los Angeles County, California",117303,North Hills,1400000US06037117303,"(34.2281815, -118.4920695)",Drinking_Water_Contaminants_2017_1400000US06037117303,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1174.04, Los Angeles County, California",117404,North Hills,1400000US06037117404,"(34.228481, -118.479066)",Drinking_Water_Contaminants_2017_1400000US06037117404,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1174.05, Los Angeles County, California",117405,North Hills,1400000US06037117405,"(34.2337315, -118.4702305)",Drinking_Water_Contaminants_2017_1400000US06037117405,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1174.07, Los Angeles County, California",117407,North Hills,1400000US06037117407,"(34.2300885, -118.470266)",Drinking_Water_Contaminants_2017_1400000US06037117407,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1174.08, Los Angeles County, California",117408,North Hills,1400000US06037117408,"(34.2248485, -118.4703675)",Drinking_Water_Contaminants_2017_1400000US06037117408,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1175.10, Los Angeles County, California",117510,North Hills,1400000US06037117510,"(34.2336865, -118.462625)",Drinking_Water_Contaminants_2017_1400000US06037117510,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1175.20, Los Angeles County, California",117520,North Hills,1400000US06037117520,"(34.230017, -118.4631875)",Drinking_Water_Contaminants_2017_1400000US06037117520,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1175.30, Los Angeles County, California",117530,North Hills,1400000US06037117530,"(34.224845, -118.4634755)",Drinking_Water_Contaminants_2017_1400000US06037117530,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1190.01, Los Angeles County, California",119001,Arleta,1400000US06037119001,"(34.232289, -118.4180405)",Drinking_Water_Contaminants_2017_1400000US06037119001,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1190.02, Los Angeles County, California",119002,Arleta,1400000US06037119002,"(34.245902, -118.428032)",Drinking_Water_Contaminants_2017_1400000US06037119002,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1192.01, Los Angeles County, California",119201,Arleta,1400000US06037119201,"(34.246411, -118.441015)",Drinking_Water_Contaminants_2017_1400000US06037119201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1192.02, Los Angeles County, California",119202,Arleta,1400000US06037119202,"(34.2559555, -118.442705)",Drinking_Water_Contaminants_2017_1400000US06037119202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1193.10, Los Angeles County, California",119310,Panorama City,1400000US06037119310,"(34.246626, -118.450697)",Drinking_Water_Contaminants_2017_1400000US06037119310,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1193.20, Los Angeles County, California",119320,Panorama City,1400000US06037119320,"(34.239058, -118.453982)",Drinking_Water_Contaminants_2017_1400000US06037119320,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1193.40, Los Angeles County, California",119340,Panorama City,1400000US06037119340,"(34.2336085, -118.4518995)",Drinking_Water_Contaminants_2017_1400000US06037119340,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1193.41, Los Angeles County, California",119341,Panorama City,1400000US06037119341,"(34.237627, -118.4453355)",Drinking_Water_Contaminants_2017_1400000US06037119341,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1193.42, Los Angeles County, California",119342,Panorama City,1400000US06037119342,"(34.240834, -118.4468745)",Drinking_Water_Contaminants_2017_1400000US06037119342,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1194, Los Angeles County, California",119400,Arleta,1400000US06037119400,"(34.2399345, -118.4355265)",Drinking_Water_Contaminants_2017_1400000US06037119400,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1197, Los Angeles County, California",119700,Panorama City,1400000US06037119700,"(34.219334, -118.4266115)",Drinking_Water_Contaminants_2017_1400000US06037119700,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1198, Los Angeles County, California",119800,Arleta,1400000US06037119800,"(34.2337665, -118.429943)",Drinking_Water_Contaminants_2017_1400000US06037119800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1199, Los Angeles County, California",119900,Panorama City,1400000US06037119900,"(34.227376, -118.441236)",Drinking_Water_Contaminants_2017_1400000US06037119900,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1200.10, Los Angeles County, California",120010,Panorama City,1400000US06037120010,"(34.2175015, -118.4629745)",Drinking_Water_Contaminants_2017_1400000US06037120010,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1200.20, Los Angeles County, California",120020,Panorama City,1400000US06037120020,"(34.2166115, -118.4541405)",Drinking_Water_Contaminants_2017_1400000US06037120020,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1200.30, Los Angeles County, California",120030,Panorama City,1400000US06037120030,"(34.2149315, -118.451986)",Drinking_Water_Contaminants_2017_1400000US06037120030,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1201.03, Los Angeles County, California",120103,Panorama City,1400000US06037120103,"(34.229161, -118.4516205)",Drinking_Water_Contaminants_2017_1400000US06037120103,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1201.04, Los Angeles County, California",120104,Panorama City,1400000US06037120104,"(34.224796, -118.4484845)",Drinking_Water_Contaminants_2017_1400000US06037120104,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1201.05, Los Angeles County, California",120105,Panorama City,1400000US06037120105,"(34.2300875, -118.444443)",Drinking_Water_Contaminants_2017_1400000US06037120105,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1201.06, Los Angeles County, California",120106,Panorama City,1400000US06037120106,"(34.223101, -118.4567005)",Drinking_Water_Contaminants_2017_1400000US06037120106,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1201.07, Los Angeles County, California",120107,Panorama City,1400000US06037120107,"(34.2264195, -118.4566575)",Drinking_Water_Contaminants_2017_1400000US06037120107,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1201.08, Los Angeles County, California",120108,Panorama City,1400000US06037120108,"(34.231779, -118.4563995)",Drinking_Water_Contaminants_2017_1400000US06037120108,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1203, Los Angeles County, California",120300,Panorama City,1400000US06037120300,"(34.214918, -118.439841)",Drinking_Water_Contaminants_2017_1400000US06037120300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1204, Los Angeles County, California",120400,Panorama City,1400000US06037120400,"(34.2178505, -118.4330175)",Drinking_Water_Contaminants_2017_1400000US06037120400,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1210.10, Los Angeles County, California",121010,Sun Valley,1400000US06037121010,"(34.224559, -118.402591)",Drinking_Water_Contaminants_2017_1400000US06037121010,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1210.20, Los Angeles County, California",121020,Sun Valley,1400000US06037121020,"(34.2110805, -118.402468)",Drinking_Water_Contaminants_2017_1400000US06037121020,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1211.01, Los Angeles County, California",121101,Sun Valley,1400000US06037121101,"(34.225737, -118.3655)",Drinking_Water_Contaminants_2017_1400000US06037121101,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1211.02, Los Angeles County, California",121102,Sun Valley,1400000US06037121102,"(34.2403885, -118.3845615)",Drinking_Water_Contaminants_2017_1400000US06037121102,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1212.10, Los Angeles County, California",121210,Pacoima,1400000US06037121210,"(34.2400435, -118.404715)",Drinking_Water_Contaminants_2017_1400000US06037121210,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1212.21, Los Angeles County, California",121221,Sun Valley,1400000US06037121221,"(34.227323, -118.396127)",Drinking_Water_Contaminants_2017_1400000US06037121221,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1212.22, Los Angeles County, California",121222,Sun Valley,1400000US06037121222,"(34.2330185, -118.391909)",Drinking_Water_Contaminants_2017_1400000US06037121222,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1216, Los Angeles County, California",121600,Sun Valley,1400000US06037121600,"(34.211448, -118.409348)",Drinking_Water_Contaminants_2017_1400000US06037121600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1218.01, Los Angeles County, California",121801,Sun Valley,1400000US06037121801,"(34.21209, -118.3921495)",Drinking_Water_Contaminants_2017_1400000US06037121801,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1218.02, Los Angeles County, California",121802,Sun Valley,1400000US06037121802,"(34.219592, -118.39214)",Drinking_Water_Contaminants_2017_1400000US06037121802,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1219, Los Angeles County, California",121900,Sun Valley,1400000US06037121900,"(34.2176405, -118.3816355)",Drinking_Water_Contaminants_2017_1400000US06037121900,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1220, Los Angeles County, California",122000,Sun Valley,1400000US06037122000,"(34.2171585, -118.4183795)",Drinking_Water_Contaminants_2017_1400000US06037122000,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,618.0514468,"Census Tract 1221.20, Los Angeles County, California",122120,Sun Valley,1400000US06037122120,"(34.21116, -118.371144)",Drinking_Water_Contaminants_2017_1400000US06037122120,1/1/17
